,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Road_Surface_Conditions,Speed_limit,Time,Weather_Conditions,Year_y
1175,200501CW10061,Slight,10/01/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,18:15,Raining no high winds,2005
1176,200501CW10062,Slight,01/01/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,14:35,Fine no high winds,2005
1177,200501CW10063,Slight,20/01/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,23:40,Fine no high winds,2005
1178,200501CW10064,Serious,21/01/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:42,Fine no high winds,2005
1179,200501CW10070,Serious,16/01/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,17:18,Fine no high winds,2005
1180,200501CW10073,Slight,23/01/2005,Sunday,Daylight,1,2,0.0,0.0,Dry,50,15:30,Fine no high winds,2005
1181,200501CW10074,Slight,24/01/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:36,Fine no high winds,2005
1182,200501CW10075,Serious,26/01/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,8:15,Fine no high winds,2005
1183,200501CW10076,Slight,26/01/2005,Wednesday,Daylight,2,1,0.0,0.0,Dry,30,14:10,Fine no high winds,2005
1184,200501CW10077,Slight,25/01/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,19:10,Raining no high winds,2005
1185,200501CW10078,Slight,26/01/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,16:44,Fine no high winds,2005
1186,200501CW10079,Slight,18/01/2005,Tuesday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,23:20,Fine no high winds,2005
1187,200501CW10080,Slight,26/01/2005,Wednesday,Darkness - lights lit,1,3,0.0,5.0,Wet or damp,30,3:25,Fine no high winds,2005
1188,200501CW10081,Slight,26/01/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,10:25,Fine no high winds,2005
1189,200501CW10082,Slight,27/01/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,11:30,Fine no high winds,2005
1190,200501CW10083,Slight,27/01/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,11:05,Fine no high winds,2005
1191,200501CW10084,Slight,27/01/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,19:00,Fine no high winds,2005
1192,200501CW10085,Slight,20/01/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,13:30,Fine no high winds,2005
1193,200501CW10086,Serious,20/01/2005,Thursday,Daylight,1,1,0.0,1.0,Wet or damp,30,15:26,Fine no high winds,2005
1194,200501CW10087,Slight,31/01/2005,Monday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,0:35,Fine no high winds,2005
1195,200501CW10088,Slight,25/01/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,9:35,Fine no high winds,2005
1196,200501CW10088,Slight,25/01/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,9:35,Fine no high winds,2005
1197,200501CW10089,Serious,11/01/2005,Tuesday,Darkness - lights lit,1,1,0.0,5.0,Wet or damp,30,19:40,Fine no high winds,2005
1198,200501CW10090,Slight,31/01/2005,Monday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,19:22,Fine no high winds,2005
1199,200501CW10091,Slight,06/01/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,13:45,Fine no high winds,2005
1200,200501CW10092,Serious,19/01/2005,Wednesday,Darkness - lighting unknown,1,2,0.0,5.0,Dry,30,19:30,Fine no high winds,2005
1201,200501CW10093,Slight,27/01/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,19:00,Fine no high winds,2005
1202,200501CW10094,Slight,20/01/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,21:10,Fine no high winds,2005
1203,200501CW10095,Slight,23/01/2005,Sunday,Daylight,1,4,0.0,0.0,Wet or damp,30,11:10,Fine no high winds,2005
1204,200501CW10102,Slight,26/01/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:30,Fine no high winds,2005
1205,200501CW10103,Slight,01/02/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,17:28,Fine no high winds,2005
1206,200501CW10104,Slight,10/01/2005,Monday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,23:30,Fine no high winds,2005
1207,200501CW10106,Slight,18/01/2005,Tuesday,Daylight,1,1,0.0,1.0,Dry,30,10:30,Fine no high winds,2005
1208,200501CW10107,Slight,20/01/2005,Thursday,Darkness - lights lit,2,1,0.0,1.0,Dry,30,16:36,Fine no high winds,2005
1209,200501CW10108,Slight,20/01/2005,Thursday,Darkness - lights lit,1,3,0.0,0.0,Wet or damp,30,23:12,Raining no high winds,2005
1210,200501CW10109,Slight,28/01/2005,Friday,Daylight,1,2,0.0,5.0,Wet or damp,30,13:10,Raining no high winds,2005
1211,200501CW10110,Slight,07/01/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:30,Fine no high winds,2005
1212,200501CW10111,Slight,07/01/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,15:15,Fine no high winds,2005
1213,200501CW10112,Slight,08/01/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,12:35,Fine no high winds,2005
1214,200501CW10113,Slight,09/01/2005,Sunday,Daylight,1,1,0.0,0.0,Dry,30,13:10,Fine no high winds,2005
1215,200501CW10114,Slight,31/01/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,15:10,Fine no high winds,2005
1216,200501CW10116,Slight,01/02/2005,Tuesday,Daylight,1,1,0.0,1.0,Wet or damp,30,15:04,Raining no high winds,2005
1217,200501CW10118,Slight,01/02/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,17:40,Raining no high winds,2005
1218,200501CW10119,Slight,28/01/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,8:08,Fine no high winds,2005
1219,200501CW10120,Slight,31/01/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,15:10,Fine no high winds,2005
1220,200501CW10121,Slight,02/02/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,21:20,Fine no high winds,2005
1221,200501CW10122,Slight,25/01/2005,Tuesday,Daylight,1,1,0.0,0.0,Wet or damp,30,15:20,Fine no high winds,2005
1222,200501CW10124,Slight,02/02/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,13:40,Fine no high winds,2005
1223,200501CW10124,Slight,02/02/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,13:40,Fine no high winds,2005
1224,200501CW10125,Slight,02/02/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,10:55,Fine no high winds,2005
1225,200501CW10126,Slight,02/02/2005,Wednesday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,18:20,Fine no high winds,2005
1226,200501CW10127,Slight,03/02/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,11:59,Fine no high winds,2005
1227,200501CW10129,Slight,31/01/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:00,Fine no high winds,2005
1228,200501CW10130,Slight,03/02/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,15:50,Fine no high winds,2005
1229,200501CW10131,Slight,04/02/2005,Friday,Daylight,1,1,0.0,5.0,Dry,30,15:20,Fine no high winds,2005
1230,200501CW10132,Slight,04/02/2005,Friday,Daylight,1,1,0.0,5.0,Dry,30,13:23,Fine no high winds,2005
1231,200501CW10135,Slight,05/02/2005,Saturday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,3:35,Fine no high winds,2005
1232,200501CW10136,Serious,14/01/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,16:19,Fine no high winds,2005
1233,200501CW10137,Slight,05/02/2005,Saturday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,19:50,Fine no high winds,2005
1234,200501CW10138,Slight,07/02/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,13:50,Fine no high winds,2005
1235,200501CW10140,Slight,07/02/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,8:35,Fine no high winds,2005
1236,200501CW10141,Slight,08/01/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:45,Fine no high winds,2005
1237,200501CW10142,Slight,08/02/2005,Tuesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,23:47,Fine no high winds,2005
1238,200501CW10143,Slight,08/02/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,9:42,Fine no high winds,2005
1239,200501CW10144,Slight,28/01/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,4:30,Raining no high winds,2005
1240,200501CW10146,Slight,10/02/2005,Thursday,Darkness - lights lit,1,1,0.0,4.0,Wet or damp,30,3:45,Raining no high winds,2005
1241,200501CW10149,Slight,13/01/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,20:45,Fine no high winds,2005
1242,200501CW10150,Slight,29/01/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,2:59,Fine no high winds,2005
1243,200501CW10160,Slight,20/01/2005,Thursday,Daylight,2,2,0.0,0.0,Dry,30,14:25,Fine no high winds,2005
1244,200501CW10177,Slight,27/01/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,40,13:25,Fine no high winds,2005
1245,200501CW10182,Slight,13/01/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,17:30,Fine no high winds,2005
1246,200501CW10183,Slight,27/01/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,20:00,Raining no high winds,2005
1247,200501CW10184,Slight,13/01/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,15:40,Fine no high winds,2005
1248,200501CW10185,Slight,28/01/2005,Friday,Daylight,1,1,0.0,0.0,Wet or damp,30,15:45,Raining no high winds,2005
1249,200501CW10186,Slight,14/01/2005,Friday,Daylight,1,1,0.0,5.0,Dry,30,16:00,Fine no high winds,2005
1250,200501CW10187,Slight,01/02/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,50,14:33,Fine no high winds,2005
1251,200501CW10188,Slight,01/02/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,15:30,Fine no high winds,2005
1252,200501CW10189,Slight,01/02/2005,Tuesday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,19:30,Fine no high winds,2005
1253,200501CW10189,Slight,01/02/2005,Tuesday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,19:30,Fine no high winds,2005
1254,200501CW10190,Slight,02/02/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,15:25,Fine no high winds,2005
1255,200501CW10192,Slight,04/02/2005,Friday,Daylight,2,2,0.0,0.0,Dry,30,16:35,Fine no high winds,2005
1256,200501CW10194,Slight,09/02/2005,Wednesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,3:37,Fine no high winds,2005
1257,200501CW10195,Slight,09/02/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,14:32,Fine no high winds,2005
1258,200501CW10196,Slight,10/02/2005,Thursday,Daylight,1,2,0.0,5.0,Wet or damp,30,12:27,Fine no high winds,2005
1259,200501CW10197,Slight,07/02/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,13:00,Fine no high winds,2005
1260,200501CW10198,Slight,08/02/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,15:36,Fine no high winds,2005
1261,200501CW10199,Serious,10/02/2005,Thursday,Darkness - lights lit,1,1,0.0,5.0,Wet or damp,30,17:39,Fine no high winds,2005
1262,200501CW10200,Slight,11/02/2005,Friday,Daylight,1,1,0.0,5.0,Wet or damp,30,17:15,Raining no high winds,2005
1263,200501CW10201,Slight,11/02/2005,Friday,Daylight,1,1,0.0,0.0,Wet or damp,30,8:18,Raining no high winds,2005
1264,200501CW10202,Slight,11/02/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,20:10,Raining no high winds,2005
1265,200501CW10203,Slight,11/02/2005,Friday,Darkness - lights lit,1,1,0.0,4.0,Wet or damp,30,19:00,Raining no high winds,2005
1266,200501CW10204,Slight,12/02/2005,Saturday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,0:55,Fine no high winds,2005
1267,200501CW10205,Slight,12/02/2005,Saturday,Daylight,1,1,0.0,5.0,Wet or damp,30,16:04,Raining no high winds,2005
1268,200501CW10206,Slight,13/02/2005,Sunday,Daylight,3,2,0.0,0.0,Dry,30,16:05,Fine no high winds,2005
1269,200501CW10207,Serious,13/02/2005,Sunday,Darkness - lights lit,2,2,0.0,5.0,Wet or damp,30,18:40,Raining no high winds,2005
1270,200501CW10208,Slight,13/02/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,21:22,Fine no high winds,2005
1271,200501CW10209,Slight,14/02/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,18:40,Fine no high winds,2005
1272,200501CW10214,Slight,02/01/2005,Sunday,Daylight,1,2,0.0,5.0,Dry,30,9:18,Fine no high winds,2005
1273,200501CW10214,Slight,02/01/2005,Sunday,Daylight,1,2,0.0,5.0,Dry,30,9:18,Fine no high winds,2005
1274,200501CW10216,Serious,19/02/2005,Saturday,Daylight,2,1,0.0,0.0,Dry,30,10:25,Fine no high winds,2005
1275,200501CW10217,Slight,09/01/2005,Sunday,Daylight,2,4,0.0,0.0,Dry,30,9:50,Fine no high winds,2005
1276,200501CW10217,Slight,09/01/2005,Sunday,Daylight,2,4,0.0,0.0,Dry,30,9:50,Fine no high winds,2005
1277,200501CW10218,Slight,10/01/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,8:40,Fine no high winds,2005
1278,200501CW10220,Slight,16/01/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,5:30,Fine no high winds,2005
1279,200501CW10221,Serious,07/02/2005,Monday,Daylight,2,3,0.0,0.0,Dry,30,14:30,Fine no high winds,2005
1280,200501CW10222,Slight,06/02/2005,Sunday,Daylight,1,3,0.0,0.0,Dry,30,14:02,Fine no high winds,2005
1281,200501CW10223,Slight,09/02/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,12:20,Fine no high winds,2005
1282,200501CW10225,Slight,09/02/2005,Wednesday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,21:34,Fine no high winds,2005
1283,200501CW10226,Slight,11/02/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,20:22,Fine no high winds,2005
1284,200501CW10227,Slight,11/02/2005,Friday,Darkness - lights lit,1,3,0.0,0.0,Wet or damp,30,18:38,Fine no high winds,2005
1285,200501CW10228,Slight,12/02/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,20:45,Fine no high winds,2005
1286,200501CW10229,Slight,14/02/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,0:40,Fine no high winds,2005
1287,200501CW10230,Slight,15/02/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,12:25,Fine no high winds,2005
1288,200501CW10231,Slight,15/02/2005,Tuesday,Daylight,1,3,0.0,0.0,Dry,30,16:20,Fine no high winds,2005
1289,200501CW10232,Slight,11/02/2005,Friday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,18:24,Fine no high winds,2005
1290,200501CW10234,Slight,12/02/2005,Saturday,Daylight,1,1,0.0,5.0,Dry,30,15:16,Fine no high winds,2005
1291,200501CW10235,Slight,16/02/2005,Wednesday,Daylight,2,2,0.0,5.0,Dry,30,16:50,Fine no high winds,2005
1292,200501CW10235,Slight,16/02/2005,Wednesday,Daylight,2,2,0.0,5.0,Dry,30,16:50,Fine no high winds,2005
1293,200501CW10236,Slight,16/02/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,9:00,Fine no high winds,2005
1294,200501CW10238,Slight,17/02/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,10:16,Fine no high winds,2005
1295,200501CW10239,Slight,17/02/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,11:08,Fine no high winds,2005
1296,200501CW10240,Slight,17/02/2005,Thursday,Daylight,1,1,0.0,5.0,Wet or damp,30,11:52,Raining no high winds,2005
1297,200501CW10243,Slight,05/01/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,7:15,Fine no high winds,2005
1298,200501CW10245,Slight,18/01/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,8:00,Fine no high winds,2005
1299,200501CW10247,Slight,07/03/2005,Monday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,1:17,Fine no high winds,2005
1300,200501CW10249,Slight,28/01/2005,Friday,Daylight,1,1,0.0,5.0,Wet or damp,30,14:53,Raining + high winds,2005
1301,200501CW10252,Slight,06/02/2005,Sunday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,19:35,Fine no high winds,2005
1302,200501CW10253,Slight,14/02/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,12:06,Fine no high winds,2005
1303,200501CW10254,Serious,15/02/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,11:14,Fine no high winds,2005
1304,200501CW10255,Slight,17/02/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,13:45,Raining no high winds,2005
1305,200501CW10257,Slight,18/02/2005,Friday,Daylight,1,1,0.0,5.0,Wet or damp,30,15:30,Raining no high winds,2005
1306,200501CW10258,Slight,18/02/2005,Friday,Darkness - lights lit,3,2,0.0,0.0,Wet or damp,30,17:23,Raining no high winds,2005
1307,200501CW10258,Slight,18/02/2005,Friday,Darkness - lights lit,3,2,0.0,0.0,Wet or damp,30,17:23,Raining no high winds,2005
1308,200501CW10259,Slight,18/02/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:22,Fine no high winds,2005
1309,200501CW10261,Slight,19/02/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,1:11,Fine no high winds,2005
1310,200501CW10262,Slight,19/02/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,3:34,Fine no high winds,2005
1311,200501CW10264,Slight,19/02/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,13:00,Fine no high winds,2005
1312,200501CW10266,Slight,20/01/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,18:45,Fine no high winds,2005
1313,200501CW10267,Slight,20/02/2005,Sunday,Darkness - lights lit,2,1,0.0,1.0,Dry,30,1:00,Fine no high winds,2005
1314,200501CW10268,Serious,21/02/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Snow,30,21:20,Snowing no high winds,2005
1315,200501CW10269,Serious,22/02/2005,Tuesday,Darkness - lights lit,1,1,0.0,0.0,Snow,30,19:11,Snowing no high winds,2005
1316,200501CW10270,Slight,22/02/2005,Tuesday,Daylight,1,1,0.0,0.0,Wet or damp,30,16:20,Unknown,2005
1317,200501CW10271,Slight,10/01/2005,Monday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,23:50,Fine no high winds,2005
1318,200501CW10272,Slight,16/02/2005,Wednesday,Darkness - lights lit,2,1,0.0,5.0,Dry,30,19:50,Fine no high winds,2005
1319,200501CW10273,Serious,02/03/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,17:28,Raining no high winds,2005
1320,200501CW10274,Slight,02/03/2005,Wednesday,Daylight,1,2,0.0,5.0,Wet or damp,30,8:30,Fine no high winds,2005
1321,200501CW10275,Serious,23/02/2005,Wednesday,Daylight,1,2,0.0,5.0,Wet or damp,30,17:25,Other,2005
1322,200501CW10276,Slight,23/02/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,20:10,Fine no high winds,2005
1323,200501CW10277,Serious,24/02/2005,Thursday,Daylight,1,1,0.0,0.0,Wet or damp,30,9:00,Snowing no high winds,2005
1324,200501CW10278,Slight,24/02/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,8:02,Raining no high winds,2005
1325,200501CW10279,Slight,24/02/2005,Thursday,Daylight,1,1,0.0,1.0,Dry,30,16:00,Fine no high winds,2005
1326,200501CW10280,Slight,25/02/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,20:50,Fine no high winds,2005
1327,200501CW10281,Slight,25/02/2005,Friday,Darkness - lights lit,2,1,0.0,5.0,Dry,30,22:51,Fine no high winds,2005
1328,200501CW10282,Slight,25/02/2005,Friday,Daylight,1,1,0.0,0.0,Wet or damp,30,11:05,Snowing no high winds,2005
1329,200501CW10283,Slight,26/02/2005,Saturday,Daylight,1,1,0.0,5.0,Wet or damp,30,15:10,Fine no high winds,2005
1330,200501CW10284,Slight,27/02/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,3:20,Fine no high winds,2005
1331,200501CW10285,Slight,28/02/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,11:36,Fine no high winds,2005
1332,200501CW10286,Slight,28/02/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,15:00,Fine no high winds,2005
1333,200501CW10287,Serious,02/03/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,23:02,Snowing no high winds,2005
1334,200501CW10288,Slight,03/03/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,40,20:59,Fine no high winds,2005
1335,200501CW10290,Slight,03/03/2005,Thursday,Daylight,1,2,0.0,0.0,Frost or ice,50,7:05,Fine no high winds,2005
1336,200501CW10291,Slight,03/03/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,14:37,Fine no high winds,2005
1337,200501CW10292,Slight,03/03/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,17:25,Raining no high winds,2005
1338,200501CW10293,Slight,03/03/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,17:35,Fine no high winds,2005
1339,200501CW10296,Serious,13/02/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,22:30,Fine no high winds,2005
1340,200501CW10297,Slight,03/03/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,13:40,Fine no high winds,2005
1341,200501CW10298,Slight,03/03/2005,Thursday,Darkness - lights lit,3,2,0.0,4.0,Dry,30,20:30,Fine no high winds,2005
1342,200501CW10300,Slight,04/03/2005,Friday,Darkness - lights lit,1,2,0.0,1.0,Dry,30,21:50,Fine no high winds,2005
1343,200501CW10301,Slight,04/03/2005,Friday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,4:29,Fine no high winds,2005
1344,200501CW10301,Slight,04/03/2005,Friday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,4:29,Fine no high winds,2005
1345,200501CW10302,Slight,04/03/2005,Friday,Daylight,3,2,0.0,5.0,Wet or damp,30,13:05,Raining no high winds,2005
1346,200501CW10303,Slight,04/03/2005,Friday,Daylight,1,1,0.0,5.0,Wet or damp,30,16:05,Fine no high winds,2005
1347,200501CW10304,Slight,05/03/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:46,Fine no high winds,2005
1348,200501CW10305,Slight,05/03/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,15:00,Fine no high winds,2005
1349,200501CW10306,Slight,06/03/2005,Sunday,Daylight,1,2,0.0,0.0,Dry,30,16:40,Fine no high winds,2005
1350,200501CW10307,Slight,07/03/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,15:59,Fine no high winds,2005
1351,200501CW10310,Slight,08/03/2005,Tuesday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,20:50,Fine no high winds,2005
1352,200501CW10311,Slight,08/03/2005,Tuesday,Darkness - lights lit,2,3,0.0,5.0,Dry,30,0:12,Fine no high winds,2005
1353,200501CW10311,Slight,08/03/2005,Tuesday,Darkness - lights lit,2,3,0.0,5.0,Dry,30,0:12,Fine no high winds,2005
1354,200501CW10311,Slight,08/03/2005,Tuesday,Darkness - lights lit,2,3,0.0,5.0,Dry,30,0:12,Fine no high winds,2005
1355,200501CW10312,Slight,08/03/2005,Tuesday,Daylight,1,3,0.0,0.0,Dry,30,12:55,Fine no high winds,2005
1356,200501CW10313,Slight,09/03/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,18:05,Fine no high winds,2005
1357,200501CW10314,Slight,09/03/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:30,Fine no high winds,2005
1358,200501CW10315,Slight,09/03/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,9:03,Fine no high winds,2005
1359,200501CW10339,Slight,17/03/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,16:45,Fine no high winds,2005
1360,200501CW10340,Serious,27/02/2005,Sunday,Daylight,1,1,0.0,1.0,Dry,30,6:00,Fine no high winds,2005
1361,200501CW10341,Slight,02/03/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,15:00,Fine no high winds,2005
1362,200501CW10343,Slight,08/03/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,4:40,Fine no high winds,2005
1363,200501CW10344,Slight,08/03/2005,Tuesday,Daylight,2,2,0.0,1.0,Dry,30,15:45,Fine no high winds,2005
1364,200501CW10346,Serious,09/03/2005,Wednesday,Daylight,1,4,0.0,4.0,Dry,30,8:08,Fine no high winds,2005
1365,200501CW10347,Slight,09/03/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,18:50,Fine no high winds,2005
1366,200501CW10348,Slight,09/03/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,16:20,Fine no high winds,2005
1367,200501CW10349,Slight,10/03/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,10:24,Raining no high winds,2005
1368,200501CW10350,Slight,10/03/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,13:53,Fine no high winds,2005
1369,200501CW10351,Slight,10/03/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,20:25,Fine no high winds,2005
1370,200501CW10352,Slight,11/03/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,21:32,Raining no high winds,2005
1371,200501CW10353,Slight,11/03/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,17:57,Fine no high winds,2005
1372,200501CW10355,Slight,12/03/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,20:07,Fine no high winds,2005
1373,200501CW10356,Slight,13/03/2005,Sunday,Daylight,1,2,0.0,5.0,Dry,30,15:12,Fine no high winds,2005
